"title","price","rating","review_count"
"Samsung Galaxy M15 5G Prime Edition (Blue Topaz,6GB RAM,128GB Storage) | Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+ | 4 Gen. OS Upgrade & 5 Year Security Update","12999.0","4.0","1821"
"Samsung Galaxy S24 5G AI Smartphone (Amber Yellow, 8GB, 128GB Storage)","50999.0","4.0","480"
"Samsung Galaxy S24 5G AI Smartphone (Onyx Black, 8GB, 256GB Storage)","54750.0","4.0","480"
"Samsung Galaxy S24 5G AI Smartphone (Marble Gray, 8GB, 128GB Storage)","0.0","4.0","480"
"Samsung S24 5G Marble Grey 8GB 256GB","55000.0","4.2","14"
"Samsung Galaxy S24 5G AI Smartphone (Amber Yellow, 8GB, 256GB Storage)","54980.0","4.0","480"
"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Black, 12GB, 256GB Storage)_Without Offer","102000.0","4.1","382"
"Samsung Galaxy S24 Plus 5G AI Smartphone (Onyx Black, 12GB, 256GB Storage)","61299.0","4.2","43"
"Samsung Galaxy S24 5G AI Smartphone (Amber Yellow, 8GB, 128GB Storage) Without Offer","50580.0","4.5","6"
"Samsung Galaxy S24 5G AI Smartphone (Cobalt Violet, 8GB, 256GB Storage)","55350.0","4.0","480"
"Samsung Galaxy S24 5G AI Smartphone (Onyx Black, 8GB, 128GB Storage) Without Offer","50899.0","0.0","0"
"Samsung Galaxy S24 5G AI Smartphone (Marble Gray, 8GB, 128GB Storage) Without Offer","50799.0","3.8","5"
"Samsung Galaxy S24 5G AI Smartphone (Cobalt Violet, 8GB, 128GB Storage) Without Offer","53999.0","0.0","0"
"Samsung Galaxy S24 FE 5G AI Smartphone (Graphite, 8GB RAM, 256GB Storage)","65999.0","4.6","21"
"Samsung Galaxy S24 FE 5G AI Smartphone (Blue, 8GB RAM, 256GB Storage)","57999.0","4.1","22"
"Samsung Galaxy S24 Ultra 5G (Titanium Violet, 256 GB) (12 GB RAM)","99999.0","2.7","6"
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 256GB Storage)","71999.0","4.5","3155"
"Samsung Galaxy M15 5G Prime Edition (Stone Grey,6GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update","12999.0","4.0","1821"
"Samsung Galaxy S24 Plus 5G AI Smartphone (Cobalt Violet, 12GB, 256GB Storage)","62999.0","4.2","43"
"Samsung Galaxy S24 FE 5G AI Smartphone (Mint, 8GB RAM, 128GB Storage)","52999.0","4.1","22"
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Phantom Black, 12GB, 256GB Storage)","71999.0","4.5","3155"
"OnePlus 13 | Smarter with OnePlus AI (12GB RAM, 256GB Storage Arctic Dawn)","69998.0","4.4","73"
"Samsung Galaxy S24 FE 5G AI Smartphone (Mint, 8GB RAM, 256GB Storage)","65999.0","4.6","8"
"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Gray, 12GB, 256GB Storage)","0.0","4.1","382"
"Samsung Galaxy S24 5G AI Smartphone (Onyx Black, 8GB, 512GB Storage)","69999.0","4.0","480"
"Samsung Galaxy S24 FE 5G AI Smartphone (Graphite, 8GB RAM, 128GB Storage)","52999.0","4.1","22"
"itel S24 (8GB RAM + 128GB ROM) Upto 16GB RAM with Memory Fusion | 108MP AI Rear Camera | 6.6"" HD+ 90 Hz Punch Hole | Helio G91 | Dual DTS Speakers | Side Fingerprint | 18W Type C | Starry Black","7999.0","4.1","39"
"OnePlus 13R | Smarter with OnePlus AI (12GB RAM, 256GB Storage Nebula Noir)","42998.0","0.0","0"
"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Black, 12GB, 512GB Storage)","0.0","4.5","225"
"Samsung Galaxy S24 Ultra 5G (Titanium Orange, 256 GB) (12 GB RAM)","105000.0","0.0","0"
"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Black, 12GB, 256GB Storage)","101999.0","4.1","382"
"(Refurbished) Samsung Galaxy S24 5G AI Smartphone (Amber Yellow, 8GB, 256GB Storage)","47999.0","3.9","2"
"OnePlus 13R | Smarter with OnePlus AI (12GB RAM, 256GB Storage Astral Trail)","42998.0","0.0","0"
"Samsung Galaxy S23 FE 5G (Graphite 128 GB Storage) (8 GB RAM)","37998.0","3.8","1328"
